日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-03-22,99.185,99.39,100.202,99.185,49,487314.0,1.03,0.21,0.206,0.0
2018-03-23,99.61,99.99,100.0,99.5,190,1897222.0,0.5,0.6,0.6,0.01
2018-03-26,99.99,99.7,100.296,99.55,44,439944.0,0.75,-0.29,-0.29,0.0
2018-03-27,99.47,99.56,99.99,99.47,28,279242.0,0.52,-0.14,-0.14,0.0
2018-03-28,99.563,99.668,99.76,99.563,17,171433.0,0.2,0.11,0.108,0.0
2018-03-29,99.671,99.331,99.991,99.282,353,3521226.0,0.71,-0.34,-0.337,0.03
2018-03-30,99.334,99.565,100.094,99.334,243,2424123.0,0.77,0.24,0.234,0.02
2018-04-02,99.568,99.769,99.79,99.334,287,2862732.0,0.46,0.2,0.204,0.02
2018-04-03,99.772,99.78,100.16,99.621,236,2354551.0,0.54,0.01,0.011,0.02
2018-04-04,99.783,99.879,99.88,99.518,261,2606451.0,0.36,0.1,0.099,0.02
2018-04-09,99.703,100.226,100.226,99.703,140,1396658.0,0.52,0.35,0.347,0.01
2018-04-10,100.101,100.151,100.151,100.101,134,1338987.0,0.05,-0.07,-0.075,0.01
2018-04-11,100.082,100.251,100.251,100.082,92,922534.0,0.17,0.1,0.1,0.01
2018-04-12,100.254,100.296,100.3,100.248,76,758134.0,0.05,0.04,0.045,0.01
2018-04-13,100.288,100.29,100.29,100.286,33,332959.0,0.0,-0.01,-0.006,0.0
2018-04-16,100.223,100.4,100.4,100.222,8,76247.0,0.18,0.11,0.11,0.0
2018-04-17,100.4,100.699,100.699,100.131,78,782399.0,0.57,0.3,0.299,0.01
2018-04-18,100.702,101.001,101.2,100.596,100,1009891.0,0.6,0.3,0.302,0.01
2018-04-19,101.331,101.6,102.35,101.33,55,562979.0,1.01,0.59,0.599,0.0
2018-04-20,101.597,101.621,101.8,101.597,18,178921.0,0.2,0.02,0.021,0.0
2018-04-23,101.031,101.6,101.7,101.031,30,306010.0,0.66,-0.02,-0.021,0.0
2018-04-24,101.5,101.7,101.7,101.5,70,710645.0,0.2,0.1,0.1,0.0
2018-04-25,101.601,101.6,101.601,101.6,15,151384.0,0.0,-0.1,-0.1,0.0
2018-04-26,101.6,101.6,101.6,101.6,2,24384.0,0.0,0.0,0.0,0.0
2018-04-27,101.6,101.6,101.8,101.6,5,52852.0,0.2,0.0,0.0,0.0
2018-05-02,101.089,101.091,101.091,101.088,3,30327.0,0.0,-0.5,-0.509,0.0
2018-05-03,101.094,101.11,101.11,101.0,16,161763.0,0.11,0.02,0.019,0.0
2018-05-04,101.186,101.186,101.186,101.186,3,30356.0,0.0,0.08,0.076,0.0
2018-05-07,101.189,101.203,101.203,101.189,7,71853.0,0.01,0.02,0.017,0.0
2018-05-08,101.206,101.011,101.206,101.011,24,243580.0,0.19,-0.19,-0.192,0.0
2018-05-09,101.008,100.77,101.008,100.7,131,1321291.0,0.3,-0.24,-0.241,0.01
2018-05-10,100.61,100.6,100.61,100.6,130,1310821.0,0.01,-0.17,-0.17,0.01
2018-05-11,100.7,100.7,100.7,100.7,209,2107651.0,0.0,0.1,0.1,0.01
2018-05-14,101.7,100.206,101.7,100.206,61,620772.0,1.48,-0.49,-0.494,0.0
2018-05-15,100.209,100.401,101.2,100.209,68,690987.0,0.99,0.19,0.195,0.0
2018-05-16,100.4,100.5,100.5,100.4,19,185744.0,0.1,0.1,0.099,0.0
2018-05-17,100.4,100.6,100.6,100.4,121,1217240.0,0.2,0.1,0.1,0.01
2018-05-18,100.627,100.6,100.7,100.405,104,1047656.0,0.29,0.0,0.0,0.01
2018-05-21,100.603,100.7,101.7,100.603,102,1024800.0,1.09,0.1,0.1,0.01
2018-05-22,100.7,100.9,100.9,100.7,126,1270941.0,0.2,0.2,0.2,0.01
2018-05-23,100.9,100.9,100.9,100.9,22,221980.0,0.0,0.0,0.0,0.0
2018-05-24,101.1,101.143,101.156,101.1,78,792769.0,0.06,0.24,0.243,0.01
2018-05-25,100.9,101.081,101.2,100.9,53,535393.0,0.3,-0.06,-0.062,0.0
2018-05-28,101.084,101.559,102.576,101.084,176,1788317.0,1.48,0.47,0.478,0.01
2018-05-29,101.694,101.634,101.697,101.598,190,1930687.0,0.1,0.07,0.075,0.01
2018-05-30,101.65,101.8,110.901,101.65,207,2112286.0,9.1,0.16,0.166,0.01
2018-05-31,101.803,101.791,102.0,101.6,383,3898691.0,0.39,-0.01,-0.009,0.03
2018-06-01,101.794,101.704,101.794,101.6,80,813612.0,0.19,-0.09,-0.087,0.01
2018-06-04,101.542,101.642,101.642,101.542,32,326180.0,0.1,-0.06,-0.062,0.0
2018-06-05,101.342,101.424,101.424,101.342,8,76015.0,0.08,-0.21,-0.218,0.0
2018-06-06,101.267,101.466,101.467,101.267,20,202694.0,0.2,0.04,0.042,0.0
2018-06-07,101.4,101.267,101.425,101.267,3,31435.0,0.16,-0.2,-0.199,0.0
2018-06-08,101.264,101.109,101.264,100.59,56,570506.0,0.67,-0.16,-0.158,0.0
2018-06-11,100.9,101.362,101.478,100.9,47,472163.0,0.57,0.25,0.253,0.0
2018-06-12,101.359,101.344,101.386,100.452,203,2059236.0,0.92,-0.02,-0.018,0.01
2018-06-13,101.173,101.101,101.174,101.101,44,445040.0,0.07,-0.24,-0.243,0.0
2018-06-14,101.098,101.161,101.17,100.35,31,313498.0,0.81,0.06,0.06,0.0
2018-06-15,101.164,101.261,101.361,101.164,36,364640.0,0.19,0.1,0.1,0.0
2018-06-19,101.261,101.103,101.7,101.101,76,771592.0,0.59,-0.16,-0.158,0.01
2018-06-20,101.106,101.3,101.499,101.106,32,325562.0,0.39,0.19,0.197,0.0
2018-06-21,101.3,101.6,101.7,101.3,89,907948.0,0.39,0.3,0.3,0.01
2018-06-22,101.301,101.788,101.9,101.301,69,702417.0,0.59,0.19,0.188,0.0
2018-06-25,101.785,102.0,102.198,101.301,74,754584.0,0.88,0.21,0.212,0.01
2018-06-26,101.9,101.9,101.9,101.9,15,152850.0,0.0,-0.1,-0.1,0.0
2018-06-27,101.9,101.601,102.0,101.601,26,264862.0,0.39,-0.29,-0.299,0.0
2018-06-28,101.604,101.9,102.199,101.604,27,275376.0,0.59,0.29,0.299,0.0
2018-06-29,101.903,102.2,102.2,101.459,340,3468020.0,0.73,0.29,0.3,0.02
2018-07-02,102.203,102.396,102.7,102.203,168,1726130.0,0.49,0.19,0.196,0.01
2018-07-03,102.399,102.796,102.8,102.399,96,989376.0,0.39,0.39,0.4,0.01
2018-07-04,102.793,102.5,102.793,102.5,11,112859.0,0.29,-0.29,-0.296,0.0
2018-07-05,102.5,102.5,102.502,102.5,15,153751.0,0.0,0.0,0.0,0.0
2018-07-06,102.497,102.5,102.5,102.497,19,194750.0,0.0,0.0,0.0,0.0
2018-07-09,102.3,102.3,102.3,102.21,105,1074141.0,0.09,-0.2,-0.2,0.01
2018-07-10,102.16,102.374,102.4,102.1,53,542255.0,0.29,0.07,0.074,0.0
2018-07-11,102.3,102.157,102.3,102.14,9,93037.0,0.16,-0.21,-0.217,0.0
2018-07-12,102.166,102.4,102.507,102.166,46,471221.0,0.33,0.24,0.243,0.0
2018-07-13,102.397,102.401,102.41,102.286,24,246774.0,0.12,0.0,0.001,0.0
2018-07-16,102.413,102.74,102.799,102.413,34,349354.0,0.38,0.33,0.339,0.0
2018-07-17,102.79,102.88,102.889,102.79,6,61703.0,0.1,0.14,0.14,0.0
2018-07-18,103.015,102.728,103.015,102.727,37,381481.0,0.28,-0.15,-0.152,0.0
2018-07-19,102.725,102.999,102.999,102.671,11,113128.0,0.32,0.26,0.271,0.0
2018-07-20,103.187,103.1,103.2,103.1,34,350754.0,0.1,0.1,0.101,0.0
2018-07-23,103.002,102.8,103.002,102.6,53,545080.0,0.39,-0.29,-0.3,0.0
2018-07-24,102.601,102.614,102.799,102.601,6,62607.0,0.19,-0.18,-0.186,0.0
2018-07-25,102.611,102.5,102.611,102.401,14,144501.0,0.2,-0.11,-0.114,0.0
2018-07-26,102.4,102.589,102.589,102.4,12,123002.0,0.18,0.09,0.089,0.0
2018-07-27,102.901,102.649,102.901,102.5,21,216616.0,0.39,0.06,0.06,0.0
2018-07-30,102.652,102.6,102.652,102.599,15,154956.0,0.05,-0.05,-0.049,0.0
2018-07-31,102.488,102.699,102.7,102.488,5,52359.0,0.21,0.1,0.099,0.0
2018-08-01,102.79,102.698,102.85,102.698,16,164443.0,0.15,0.0,-0.001,0.0
2018-08-02,102.708,103.2,104.213,102.708,54,558114.0,1.47,0.49,0.502,0.0
2018-08-03,102.845,103.3,103.3,102.845,4,42252.0,0.44,0.1,0.1,0.0
2018-08-06,103.303,103.689,103.689,103.111,31,320288.0,0.56,0.38,0.389,0.0
2018-08-07,103.201,103.26,103.799,103.201,7,72317.0,0.58,-0.41,-0.429,0.0
2018-08-08,102.812,102.839,103.256,102.812,24,247209.0,0.43,-0.41,-0.421,0.0
2018-08-09,102.839,102.851,103.16,102.7,8,83368.0,0.45,0.01,0.012,0.0
2018-08-10,102.631,102.905,102.933,102.631,7,71990.0,0.29,0.05,0.054,0.0
2018-08-13,102.894,102.341,102.894,102.341,33,338459.0,0.54,-0.55,-0.564,0.0
2018-08-14,102.67,102.541,102.67,102.541,5,51309.0,0.13,0.2,0.2,0.0
2018-08-15,102.7,102.885,102.887,102.7,18,186036.0,0.18,0.34,0.344,0.0
2018-08-16,102.408,102.605,103.08,102.309,8,82202.0,0.75,-0.27,-0.28,0.0
2018-08-20,101.751,101.751,101.752,101.751,5,51893.0,0.0,-0.83,-0.854,0.0
2018-08-21,102.405,101.951,102.405,101.751,7,71482.0,0.64,0.2,0.2,0.0
2018-08-22,101.752,101.74,101.93,101.716,316,3216341.0,0.21,-0.21,-0.211,0.02
2018-08-23,102.0,102.2,102.2,101.999,244,2488820.0,0.2,0.45,0.46,0.02
2018-08-24,102.201,102.005,102.6,102.0,250,2554092.0,0.59,-0.19,-0.195,0.02
2018-08-27,102.5,102.227,102.5,102.222,165,1681679.0,0.27,0.22,0.222,0.01
2018-08-28,103.233,102.218,103.233,102.0,409,4183366.0,1.21,-0.01,-0.009,0.03
2018-08-29,102.5,102.333,103.25,102.296,1405,14377897.0,0.93,0.11,0.115,0.1
2018-08-30,102.48,102.496,102.496,102.3,1036,10607510.0,0.19,0.16,0.163,0.07
2018-08-31,101.464,102.577,102.596,101.464,352,3611539.0,1.1,0.08,0.081,0.03
2018-09-03,102.575,102.39,102.76,102.268,338,3457077.0,0.48,-0.18,-0.187,0.02
2018-09-04,102.1,102.381,102.4,101.93,798,8168610.0,0.46,-0.01,-0.009,0.06
2018-09-05,102.201,102.3,102.6,102.165,280,2864636.0,0.42,-0.08,-0.081,0.02
2018-09-06,101.398,102.188,102.193,101.398,261,2667111.0,0.78,-0.11,-0.112,0.02
2018-09-07,102.05,102.157,102.177,102.049,220,2250008.0,0.13,-0.03,-0.031,0.02
2018-09-10,102.104,102.11,102.18,102.1,205,2093260.0,0.08,-0.05,-0.047,0.01
2018-09-11,101.911,101.887,102.05,101.441,884,8994639.0,0.6,-0.22,-0.223,0.06
2018-09-12,101.75,101.771,101.87,101.599,168,1707301.0,0.27,-0.11,-0.116,0.01
2018-09-13,101.771,101.751,102.178,101.733,399,4071184.0,0.44,-0.02,-0.02,0.03
2018-09-14,101.781,101.98,102.035,101.781,274,2795508.0,0.25,0.23,0.229,0.02
2018-09-17,102.11,102.101,102.2,101.919,249,2540500.0,0.28,0.12,0.121,0.02
2018-09-18,102.101,102.184,102.252,102.101,209,2139834.0,0.15,0.08,0.083,0.01
2018-09-19,102.436,102.168,102.436,102.168,525,5365717.0,0.26,-0.02,-0.016,0.04
2018-09-20,102.43,101.97,102.43,101.899,3866,39425065.0,0.52,-0.19,-0.198,0.28
2018-09-21,101.889,101.819,101.9,101.808,376,3828245.0,0.09,-0.15,-0.151,0.03
2018-09-25,102.34,101.99,102.34,101.851,514,5243696.0,0.48,0.17,0.171,0.04
2018-09-26,102.4,102.03,102.4,101.91,741,7561420.0,0.48,0.04,0.04,0.05
2018-09-27,102.033,102.14,102.146,102.033,627,6403192.0,0.11,0.11,0.11,0.04
2018-09-28,102.299,102.373,102.373,102.239,635,6497411.0,0.13,0.23,0.233,0.05
2018-10-08,102.1,102.407,102.413,102.1,265,2714704.0,0.31,0.03,0.034,0.02
2018-10-09,102.108,102.532,102.533,102.108,554,5679993.0,0.42,0.12,0.125,0.04
2018-10-10,102.54,102.47,102.546,102.458,538,5517849.0,0.09,-0.06,-0.062,0.04
2018-10-11,102.5,102.639,102.639,102.5,524,5370948.0,0.14,0.16,0.169,0.04
2018-10-12,102.82,102.814,102.824,102.685,819,8420699.0,0.14,0.17,0.175,0.06
2018-10-15,102.806,102.806,102.809,102.806,1247,12820149.0,0.0,-0.01,-0.008,0.09
2018-10-16,102.837,102.84,102.84,102.836,1072,11025255.0,0.0,0.03,0.034,0.08
2018-10-17,102.915,102.916,102.917,102.9,668,6875831.0,0.02,0.07,0.076,0.05
2018-10-18,102.891,102.893,102.986,102.89,1542,15866219.0,0.09,-0.02,-0.023,0.11
2018-10-19,102.98,103.068,103.36,102.779,1098,11317075.0,0.56,0.17,0.175,0.08
2018-10-22,102.95,102.95,102.953,102.95,1541,15864882.0,0.0,-0.11,-0.118,0.11
2018-10-23,102.799,102.897,102.914,102.797,401,4123178.0,0.11,-0.05,-0.053,0.03
2018-10-24,103.65,102.99,103.65,102.603,1224,12603620.0,1.02,0.09,0.093,0.09
2018-10-25,103.17,103.169,103.18,103.169,920,9492357.0,0.01,0.17,0.179,0.07
2018-10-26,102.901,103.183,103.183,102.9,1043,10761836.0,0.27,0.01,0.014,0.07
2018-10-29,102.878,103.195,103.195,102.878,1130,11660891.0,0.31,0.01,0.012,0.08
2018-10-30,103.91,103.431,103.91,103.35,968,10012128.0,0.54,0.23,0.236,0.07
2018-10-31,103.4,103.402,103.402,103.4,1066,11022544.0,0.0,-0.03,-0.029,0.08
2018-11-01,103.471,103.471,103.7,103.47,733,7584563.0,0.22,0.07,0.069,0.05
2018-11-02,103.47,103.42,103.47,103.42,1023,10584219.0,0.05,-0.05,-0.051,0.07
2018-11-05,102.7,103.293,103.568,102.7,666,6877754.0,0.84,-0.12,-0.127,0.05
2018-11-06,102.718,103.461,103.865,102.718,968,10009731.0,1.11,0.16,0.168,0.07
