日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2016-06-16,112.023,112.022,112.025,112.017,813878,8241144832.0,0.01,0.0,0.005,9.79
2016-06-17,112.042,112.047,112.049,112.039,730242,7395856896.0,0.01,0.02,0.025,8.78
2016-06-20,112.05,112.055,112.057,112.05,503875,5103799296.0,0.01,0.01,0.008,6.06
2016-06-21,112.058,112.059,112.061,112.05,562768,5700463616.0,0.01,0.0,0.004,6.77
2016-06-22,112.066,112.062,112.067,112.057,503647,5101899264.0,0.01,0.0,0.003,6.06
2016-06-23,112.067,112.068,112.071,112.06,705370,7145445632.0,0.01,0.01,0.006,8.49
2016-06-24,112.08,112.083,112.088,112.076,720302,7298050816.0,0.01,0.01,0.015,8.66
2016-06-27,112.089,112.062,112.09,112.057,811806,8224647168.0,0.03,-0.02,-0.021,9.77
2016-06-28,112.075,112.079,112.091,112.066,867221,8785785856.0,0.02,0.02,0.017,10.43
2016-06-29,112.089,112.078,112.09,112.035,885545,8972129536.0,0.05,0.0,-0.001,10.65
2016-06-30,112.083,112.123,112.127,112.082,668553,6774548736.0,0.04,0.04,0.045,8.04
2016-07-01,112.14,112.155,112.159,112.138,659691,6688245248.0,0.02,0.03,0.032,7.94
2016-07-04,112.155,112.157,112.161,112.151,652050,6611341824.0,0.01,0.0,0.002,7.84
2016-07-05,112.154,112.158,112.16,112.147,476418,4830459392.0,0.01,0.0,0.001,5.73
2016-07-06,112.16,112.174,112.177,112.16,506523,5136453632.0,0.02,0.01,0.016,6.09
2016-07-07,112.176,112.186,112.187,112.175,655218,6645046784.0,0.01,0.01,0.012,7.88
2016-07-08,112.193,112.209,112.211,112.193,544517,5523531520.0,0.02,0.02,0.023,6.55
2016-07-11,112.209,112.216,112.218,112.208,385881,3914747696.0,0.01,0.01,0.007,4.64
2016-07-12,112.219,112.221,112.224,112.217,537884,5457232640.0,0.01,0.0,0.005,6.47
2016-07-13,112.222,112.223,112.227,112.22,523962,5316111872.0,0.01,0.0,0.002,6.3
2016-07-14,112.228,112.239,112.24,112.226,404755,4106949968.0,0.01,0.01,0.016,4.87
2016-07-15,112.243,112.254,112.257,112.243,577488,5860891648.0,0.01,0.01,0.015,6.95
2016-07-18,112.258,112.269,112.73,112.257,473397,4805197056.0,0.42,0.01,0.015,5.69
2016-07-19,112.274,112.279,112.281,112.273,471333,4784667392.0,0.01,0.01,0.01,5.67
2016-07-20,112.283,112.284,112.286,112.279,375023,3807209440.0,0.01,0.0,0.005,4.51
2016-07-21,112.288,112.287,112.289,112.282,463511,4705669376.0,0.01,0.0,0.003,5.58
2016-07-22,112.303,112.303,112.305,112.295,494347,5019542272.0,0.01,0.01,0.016,5.95
2016-07-25,112.312,112.318,112.318,112.306,614441,6239483392.0,0.01,0.01,0.015,7.39
2016-07-26,112.322,112.311,112.322,112.31,585292,5943800064.0,0.01,-0.01,-0.007,7.04
2016-07-27,112.314,112.332,112.334,112.314,695499,7063461888.0,0.02,0.02,0.021,8.37
2016-07-28,112.332,112.346,112.347,112.33,587157,5963940864.0,0.02,0.01,0.014,7.06
2016-07-29,112.357,112.366,112.368,112.357,590062,5994910720.0,0.01,0.02,0.02,7.1
2016-08-01,112.366,112.372,112.375,112.364,534182,5427672064.0,0.01,0.01,0.006,6.43
2016-08-02,112.375,112.379,112.381,112.373,507228,5154217472.0,0.01,0.01,0.007,6.1
2016-08-03,112.381,112.385,112.389,112.38,386501,3927707680.0,0.01,0.01,0.006,4.65
2016-08-04,112.389,112.39,112.397,112.386,511009,5193417472.0,0.01,0.0,0.005,6.15
2016-08-05,112.403,112.414,112.415,112.402,740864,7530779136.0,0.01,0.02,0.024,8.91
2016-08-08,112.418,112.418,112.421,112.415,681575,6928541696.0,0.01,0.0,0.004,8.2
2016-08-09,112.423,112.424,112.426,112.422,546813,5558956800.0,0.0,0.01,0.006,6.58
2016-08-10,112.429,112.431,112.432,112.427,569044,5785204480.0,0.0,0.01,0.007,6.85
2016-08-11,112.438,112.44,112.441,112.426,583762,5935255296.0,0.01,0.01,0.009,7.02
2016-08-12,112.452,112.449,112.454,112.447,685713,6972918528.0,0.01,0.01,0.009,8.25
2016-08-15,112.455,112.45,112.456,112.423,800920,8144116992.0,0.03,0.0,0.001,9.63
2016-08-16,112.449,112.456,112.458,112.443,639885,6506841088.0,0.01,0.01,0.006,7.7
2016-08-17,112.46,112.469,112.47,112.46,506515,5151373312.0,0.01,0.01,0.013,6.09
2016-08-18,112.474,112.467,112.479,112.465,777904,7912182528.0,0.01,0.0,-0.002,9.36
2016-08-19,112.49,112.498,112.499,112.486,613235,6238316032.0,0.01,0.03,0.031,7.38
2016-08-22,112.5,112.508,112.51,112.496,517453,5264583424.0,0.01,0.01,0.01,6.22
2016-08-23,112.511,112.512,112.514,112.507,526353,5355537408.0,0.01,0.0,0.004,6.33
2016-08-24,112.515,112.512,112.518,112.509,624480,6354031104.0,0.01,0.0,0.0,7.51
2016-08-25,112.518,112.523,112.525,112.514,594187,6046142464.0,0.01,0.01,0.011,7.15
2016-08-26,112.538,112.547,112.548,112.538,531294,5407478272.0,0.01,0.02,0.024,6.39
2016-08-29,112.55,112.56,112.56,112.549,478780,4873584896.0,0.01,0.01,0.013,5.76
2016-08-30,112.566,112.569,112.57,112.561,498297,5072747776.0,0.01,0.01,0.009,5.99
2016-08-31,112.572,112.575,112.578,112.571,489564,4984336128.0,0.01,0.01,0.006,5.89
2016-09-01,112.577,112.585,112.587,112.576,531500,5411728640.0,0.01,0.01,0.01,6.39
2016-09-02,112.594,112.599,112.602,112.593,589816,6006355968.0,0.01,0.01,0.014,7.1
2016-09-05,112.602,112.605,112.606,112.601,495108,5042193408.0,0.0,0.01,0.006,5.96
2016-09-06,112.612,112.616,112.617,112.61,479285,4881476096.0,0.01,0.01,0.011,5.77
2016-09-07,112.618,112.625,112.626,112.615,468111,4768002560.0,0.01,0.01,0.009,5.63
2016-09-08,112.629,112.63,112.633,112.627,376006,3830223968.0,0.01,0.0,0.005,4.52
2016-09-09,112.638,112.642,112.646,112.638,513406,5230558464.0,0.01,0.01,0.012,6.18
2016-09-12,112.647,112.657,112.658,112.647,528494,5384713216.0,0.01,0.01,0.015,6.36
2016-09-13,112.659,112.682,112.685,112.653,569789,5806033408.0,0.03,0.02,0.025,6.85
2016-09-14,112.693,112.713,112.718,112.691,639630,6520751872.0,0.02,0.03,0.031,7.69
2016-09-19,112.713,112.706,112.714,112.703,550684,5613891584.0,0.01,-0.01,-0.007,6.62
2016-09-20,112.71,112.702,112.711,112.699,424498,4327487744.0,0.01,0.0,-0.004,5.11
2016-09-21,112.709,112.707,112.71,112.696,570110,5811675648.0,0.01,0.0,0.005,6.86
2016-09-22,112.708,112.697,112.71,112.666,581017,5923037952.0,0.04,-0.01,-0.01,6.99
2016-09-23,112.716,112.716,112.732,112.713,643607,6562330112.0,0.02,0.02,0.019,7.74
2016-09-26,112.732,112.725,112.736,112.718,701553,7153314304.0,0.02,0.01,0.009,8.44
2016-09-27,112.731,112.728,112.736,112.714,708342,7222487552.0,0.02,0.0,0.003,8.52
2016-09-28,112.734,112.749,112.751,112.718,618785,6309539584.0,0.03,0.02,0.021,7.44
2016-09-29,112.751,112.759,112.772,112.743,647440,6603542016.0,0.03,0.01,0.01,7.79
2016-09-30,112.828,112.826,112.839,112.813,786317,8025887232.0,0.02,0.06,0.067,9.46
2016-10-10,112.833,112.834,112.839,112.826,645324,6586881536.0,0.01,0.01,0.008,7.76
2016-10-11,112.838,112.837,112.839,112.833,572927,5848018944.0,0.01,0.0,0.003,6.89
2016-10-12,112.842,112.86,112.862,112.84,463144,4727955712.0,0.02,0.02,0.023,5.57
2016-10-13,112.859,112.87,112.871,112.858,549540,5610831360.0,0.01,0.01,0.01,6.61
2016-10-14,112.876,112.896,112.9,112.876,549952,5616188672.0,0.02,0.02,0.026,6.62
2016-10-17,112.893,112.894,112.898,112.888,595725,6084033792.0,0.01,0.0,-0.002,7.17
2016-10-18,112.898,112.883,112.898,112.881,652828,6667269120.0,0.02,-0.01,-0.011,7.85
2016-10-19,112.887,112.897,112.9,112.887,503519,5142411776.0,0.01,0.01,0.014,6.06
2016-10-20,112.903,112.891,112.906,112.889,527833,5391189248.0,0.02,-0.01,-0.006,6.35
2016-10-21,112.915,112.913,112.921,112.906,666939,6812795392.0,0.01,0.02,0.022,8.02
2016-10-24,112.923,112.912,112.925,112.907,821614,8393041920.0,0.02,0.0,-0.001,9.88
2016-10-25,112.916,112.918,112.921,112.911,709836,7251275776.0,0.01,0.01,0.006,8.54
2016-10-26,112.932,112.926,112.933,112.918,747633,7638104320.0,0.01,0.01,0.008,8.99
2016-10-27,112.927,112.927,112.929,112.906,563288,5754127104.0,0.02,0.0,0.001,6.78
2016-10-28,112.958,112.954,112.967,112.942,725778,7417019392.0,0.02,0.02,0.027,8.73
2016-10-31,112.965,112.974,112.975,112.964,485507,4962144768.0,0.01,0.02,0.02,5.84
2016-11-01,112.982,112.986,112.991,112.98,598075,6113546496.0,0.01,0.01,0.012,7.19
2016-11-02,112.992,113.012,113.016,112.991,809157,8272627968.0,0.02,0.02,0.026,9.73
2016-11-03,113.011,113.015,113.017,113.009,864939,8843952128.0,0.01,0.0,0.003,10.4
2016-11-04,113.022,113.036,113.038,113.021,670078,6852820224.0,0.02,0.02,0.021,8.06
2016-11-07,113.035,113.042,113.042,113.034,712430,7286499584.0,0.01,0.01,0.006,8.57
2016-11-08,113.046,113.048,113.049,113.041,786644,8046037504.0,0.01,0.01,0.006,9.46
2016-11-09,113.049,113.049,113.053,113.045,801391,8197139712.0,0.01,0.0,0.001,9.64
2016-11-10,113.047,113.052,113.054,113.045,1396479,14283898368.0,0.01,0.0,0.003,16.8
2016-11-11,113.064,113.052,113.07,113.05,903991,9247429632.0,0.02,0.0,0.0,10.87
2016-11-14,113.052,113.063,113.065,113.052,1078449,11032182528.0,0.01,0.01,0.011,12.97
2016-11-15,113.071,113.082,113.085,113.066,659282,6745219840.0,0.02,0.02,0.019,7.93
2016-11-16,113.086,113.086,113.09,113.083,770846,7887605248.0,0.01,0.0,0.004,9.27
2016-11-17,113.09,113.094,113.099,113.089,1153656,11805182720.0,0.01,0.01,0.008,13.88
2016-11-18,113.107,113.117,113.12,113.1,773401,7915572992.0,0.02,0.02,0.023,9.3
2016-11-21,113.122,113.122,113.128,113.12,821996,8414033664.0,0.01,0.0,0.005,9.89
2016-11-22,113.128,113.13,113.132,113.125,885259,9062050304.0,0.01,0.01,0.008,10.65
2016-11-23,113.133,113.137,113.141,113.131,2082252,21316368640.0,0.01,0.01,0.007,25.05
2016-11-24,113.141,113.141,113.145,113.138,1413923,14475546112.0,0.01,0.0,0.004,17.01
2016-11-25,113.151,113.157,113.161,113.151,1050995,10761507328.0,0.01,0.01,0.016,12.64
2016-11-28,113.162,113.169,113.171,113.16,1800472,18437018624.0,0.01,0.01,0.012,21.66
2016-11-29,113.173,113.168,113.176,113.16,1557512,15949767424.0,0.01,0.0,-0.001,18.74
2016-11-30,113.176,113.165,113.177,113.137,1618679,16573817600.0,0.04,0.0,-0.003,19.47
2016-12-01,113.166,113.174,113.178,113.157,1393550,14270703872.0,0.02,0.01,0.009,16.76
2016-12-02,113.19,113.214,113.215,113.189,1783623,18272132096.0,0.02,0.04,0.04,21.46
2016-12-05,113.215,113.234,113.237,113.214,1322732,13552856064.0,0.02,0.02,0.02,15.91
2016-12-06,113.235,113.236,113.24,113.227,972105,9961241088.0,0.01,0.0,0.002,11.69
2016-12-07,113.238,113.237,113.239,113.233,1102162,11294225664.0,0.01,0.0,0.001,13.26
2016-12-08,113.238,113.251,113.252,113.237,1106462,11338767616.0,0.01,0.01,0.014,13.31
2016-12-09,113.262,113.258,113.264,113.255,1438511,14744039680.0,0.01,0.01,0.007,17.3
2016-12-12,113.265,113.264,113.267,113.262,1134114,11624867328.0,0.0,0.01,0.006,13.64
2016-12-13,113.271,113.27,113.272,113.264,1027447,10531807744.0,0.01,0.01,0.006,12.36
2016-12-14,113.274,113.27,113.274,113.267,996029,10210073856.0,0.01,0.0,0.0,11.98
2016-12-15,113.261,113.175,113.262,112.851,1093927,11200660224.0,0.36,-0.08,-0.095,13.16
2016-12-16,113.189,113.217,113.258,113.183,1204927,12344326912.0,0.07,0.04,0.042,14.49
2016-12-19,113.232,113.248,113.267,113.211,1213101,12432493568.0,0.05,0.03,0.031,14.59
2016-12-20,113.272,113.288,113.29,113.251,1433596,14693819904.0,0.03,0.04,0.04,17.25
2016-12-21,113.29,113.301,113.318,113.29,1393189,14286010368.0,0.02,0.01,0.013,16.76
2016-12-22,113.319,113.325,113.332,113.309,1266294,12986625792.0,0.02,0.02,0.024,15.23
2016-12-23,113.337,113.346,113.352,113.335,1109290,11379061760.0,0.02,0.02,0.021,13.34
2016-12-26,113.346,113.339,113.35,113.333,1178890,12092883968.0,0.01,-0.01,-0.007,14.18
2016-12-27,113.342,113.317,113.342,113.296,1328821,13630010112.0,0.04,-0.02,-0.022,15.98
2016-12-28,113.324,113.339,113.345,113.291,1056496,10833409280.0,0.05,0.02,0.022,12.71
2016-12-29,113.323,113.408,113.411,113.307,1019120,10453954816.0,0.09,0.06,0.069,12.26
2016-12-30,113.408,113.531,113.743,113.398,854828,8561380096.0,0.3,0.11,0.123,10.28
2017-01-03,113.435,113.428,113.526,113.403,388966,3895505248.0,0.11,-0.09,-0.103,4.68
2017-01-04,113.432,113.43,113.437,113.42,290228,2905947168.0,0.01,0.0,0.002,3.49
2017-01-05,113.425,113.43,113.434,113.421,404177,4046800704.0,0.01,0.0,0.0,4.86
2017-01-06,113.441,113.458,113.466,113.435,492404,4931194880.0,0.03,0.02,0.028,5.92
2017-01-09,113.455,113.461,113.462,113.454,318640,3191310432.0,0.01,0.0,0.003,3.83
2017-01-10,113.461,113.48,113.486,113.46,314910,3154421664.0,0.02,0.02,0.019,3.79
2017-01-11,113.473,113.484,113.485,113.472,346463,3470800352.0,0.01,0.0,0.004,4.17
2017-01-12,113.482,113.48,113.485,113.477,423719,4244752560.0,0.01,0.0,-0.004,5.1
2017-01-13,113.487,113.495,113.501,113.486,368557,3692702704.0,0.01,0.01,0.015,4.43
2017-01-16,113.502,113.496,113.507,113.488,440362,4412276480.0,0.02,0.0,0.001,5.3
2017-01-17,113.498,113.487,113.501,113.483,488078,4890007040.0,0.02,-0.01,-0.009,5.87
2017-01-18,113.5,113.493,113.503,113.487,455985,4568588800.0,0.01,0.01,0.006,5.49
2017-01-19,113.492,113.475,113.493,113.467,422210,4229437744.0,0.02,-0.02,-0.018,5.08
2017-01-20,113.516,113.517,113.529,113.508,440062,4410082816.0,0.02,0.04,0.042,5.29
2017-01-23,113.535,113.554,113.556,113.534,403717,4046828096.0,0.02,0.03,0.037,4.86
2017-01-24,113.559,113.568,113.57,113.557,345954,3468538672.0,0.01,0.01,0.014,4.16
2017-01-25,113.587,113.611,113.629,113.587,428230,4295544320.0,0.04,0.04,0.043,5.15
2017-01-26,113.652,113.635,113.678,113.603,410554,4119706528.0,0.07,0.02,0.024,4.94
2017-02-03,113.653,113.658,113.666,113.652,280728,2817259872.0,0.01,0.02,0.023,3.38
2017-02-06,113.662,113.681,113.683,113.662,305486,3066142816.0,0.02,0.02,0.023,3.67
2017-02-07,113.681,113.715,113.719,113.678,375611,3770630144.0,0.04,0.03,0.034,4.52
2017-02-08,113.705,113.713,113.721,113.704,365154,3666591920.0,0.01,0.0,-0.002,4.39
2017-02-09,113.708,113.709,113.714,113.704,395602,3972079632.0,0.01,0.0,-0.004,4.76
2017-02-10,113.712,113.716,113.724,113.711,432788,4345846016.0,0.01,0.01,0.007,5.21
2017-02-13,113.72,113.722,113.725,113.711,488406,4904408064.0,0.01,0.01,0.006,5.88
2017-02-14,113.725,113.719,113.728,113.716,446058,4479152384.0,0.01,0.0,-0.003,5.37
2017-02-15,113.726,113.728,113.729,113.722,454048,4559653120.0,0.01,0.01,0.009,5.46
2017-02-16,113.733,113.742,113.746,113.732,484171,4862784000.0,0.01,0.01,0.014,5.82
2017-02-17,113.756,113.746,113.764,113.742,645429,6483629568.0,0.02,0.0,0.004,7.76
2017-02-20,113.766,113.759,113.767,113.755,816478,8202112768.0,0.01,0.01,0.013,9.82
2017-02-21,113.766,113.762,113.767,113.758,750317,7537548544.0,0.01,0.0,0.003,9.03
2017-02-22,113.774,113.784,113.785,113.773,590634,5934567168.0,0.01,0.02,0.022,7.1
2017-02-23,113.79,113.808,113.812,113.79,693893,6973376512.0,0.02,0.02,0.024,8.35
2017-02-24,113.821,113.818,113.824,113.812,768100,7720689152.0,0.01,0.01,0.01,9.24
2017-02-27,113.828,113.839,113.841,113.824,691402,6950424064.0,0.01,0.02,0.021,8.32
2017-02-28,113.842,113.843,113.848,113.839,785241,7894723328.0,0.01,0.0,0.004,9.45
2017-03-01,113.853,113.854,113.862,113.851,662581,6662319104.0,0.01,0.01,0.011,7.97
2017-03-02,113.861,113.873,113.876,113.861,554226,5573690368.0,0.01,0.02,0.019,6.67
2017-03-03,113.891,113.905,113.907,113.881,900261,9055506176.0,0.02,0.03,0.032,10.83
2017-03-06,113.903,113.911,113.914,113.9,662707,6667126272.0,0.01,0.01,0.006,7.97
2017-03-07,113.916,113.932,113.934,113.916,736392,7409640704.0,0.02,0.02,0.021,8.86
2017-03-08,113.932,113.943,113.945,113.932,754087,7588877824.0,0.01,0.01,0.011,9.07
2017-03-09,113.95,113.969,113.972,113.95,780597,7857010944.0,0.02,0.02,0.026,9.39
2017-03-10,113.973,114.001,114.003,113.973,987615,9944066560.0,0.03,0.03,0.032,11.88
2017-03-13,114.01,113.993,114.01,113.992,842989,8488754688.0,0.02,-0.01,-0.008,10.14
2017-03-14,113.998,113.983,113.999,113.978,721568,7265335808.0,0.02,-0.01,-0.01,8.68
2017-03-15,113.989,113.979,113.989,113.976,875900,8818417664.0,0.01,0.0,-0.004,10.54
2017-03-16,113.984,113.953,113.987,113.946,1050051,10570776832.0,0.04,-0.02,-0.026,12.63
2017-03-17,113.982,113.98,113.993,113.957,1071440,10786649600.0,0.03,0.02,0.027,12.89
2017-03-20,114.003,114.006,114.008,113.983,983651,9905103104.0,0.02,0.02,0.026,11.83
2017-03-21,114.01,114.014,114.015,114.004,884691,8909513472.0,0.01,0.01,0.008,10.64
2017-03-22,114.029,114.048,114.05,114.027,1084224,10921694720.0,0.02,0.03,0.034,13.04
2017-03-23,114.054,114.063,114.065,114.049,983881,9913138688.0,0.01,0.01,0.015,11.84
2017-03-24,114.071,114.063,114.08,114.06,1087823,10961938944.0,0.02,0.0,0.0,13.09
2017-03-27,114.078,114.082,114.084,114.075,1191786,12010207232.0,0.01,0.02,0.019,14.34
2017-03-28,114.092,114.086,114.095,114.084,1106693,11153837568.0,0.01,0.0,0.004,13.31
2017-03-29,114.092,114.075,114.097,114.067,980481,9881817088.0,0.03,-0.01,-0.011,11.79
2017-03-30,114.078,114.095,114.097,114.069,1329469,13397894144.0,0.02,0.02,0.02,15.99
2017-03-31,114.153,114.149,114.158,114.133,1082300,10913932288.0,0.02,0.05,0.054,13.02
2017-04-05,114.152,114.167,114.172,114.152,670479,6762606592.0,0.02,0.02,0.018,8.07
2017-04-06,114.178,114.202,114.203,114.175,708804,7150592256.0,0.02,0.03,0.035,8.53
2017-04-07,114.214,114.235,114.241,114.214,931211,9398378240.0,0.02,0.03,0.033,11.2
2017-04-10,114.239,114.248,114.25,114.236,739279,7462304256.0,0.01,0.01,0.013,8.89
2017-04-11,114.251,114.284,114.294,114.251,748486,7556802560.0,0.04,0.03,0.036,9.0
2017-04-12,114.273,114.267,114.277,114.266,779292,7868335360.0,0.01,-0.01,-0.017,9.37
2017-04-13,114.269,114.276,114.278,114.269,861133,8695107584.0,0.01,0.01,0.009,10.36
2017-04-14,114.29,114.297,114.3,114.287,748296,7557033472.0,0.01,0.02,0.021,9.0
2017-04-17,114.3,114.308,114.309,114.3,682802,6896461568.0,0.01,0.01,0.011,8.21
2017-04-18,114.325,114.318,114.325,114.315,717156,7244384512.0,0.01,0.01,0.01,8.63
2017-04-19,114.324,114.327,114.328,114.318,928651,9381273344.0,0.01,0.01,0.009,11.17
2017-04-20,114.332,114.344,114.347,114.33,835038,8436604416.0,0.01,0.01,0.017,10.04
2017-04-21,114.352,114.373,114.377,114.351,950189,9602713600.0,0.02,0.03,0.029,11.43
2017-04-24,114.377,114.374,114.381,114.364,943930,9540368128.0,0.01,0.0,0.001,11.35
2017-04-25,114.376,114.368,114.382,114.358,1077963,10894365184.0,0.02,-0.01,-0.006,12.97
2017-04-26,114.379,114.382,114.383,114.374,974307,9847912960.0,0.01,0.01,0.014,11.72
2017-04-27,114.383,114.399,114.401,114.383,1251564,12651720960.0,0.02,0.01,0.017,15.06
2017-04-28,114.433,114.434,114.44,114.424,1270514,12848769024.0,0.01,0.03,0.035,15.28
2017-05-02,114.446,114.452,114.457,114.446,908517,9189408768.0,0.01,0.02,0.018,10.93
2017-05-03,114.459,114.463,114.465,114.456,767726,7766040320.0,0.01,0.01,0.011,9.24
2017-05-04,114.473,114.476,114.478,114.471,1050765,10630806016.0,0.01,0.01,0.013,12.64
2017-05-05,114.497,114.502,114.505,114.492,934321,9455192576.0,0.01,0.02,0.026,11.24
2017-05-08,114.511,114.518,114.52,114.511,1010942,10232138752.0,0.01,0.01,0.016,12.16
2017-05-09,114.526,114.55,114.554,114.526,1122049,11358042624.0,0.02,0.03,0.032,13.5
2017-05-10,114.549,114.545,114.55,114.54,870901,8817160192.0,0.01,0.0,-0.005,10.48
2017-05-11,114.546,114.547,114.55,114.545,1053221,10663260672.0,0.0,0.0,0.002,12.67
2017-05-12,114.564,114.571,114.575,114.558,949553,9615518720.0,0.01,0.02,0.024,11.42
2017-05-15,114.578,114.583,114.587,114.578,689867,6987058944.0,0.01,0.01,0.012,8.3
2017-05-16,114.593,114.58,114.595,114.576,767847,7777060352.0,0.02,0.0,-0.003,9.24
2017-05-17,114.584,114.592,114.593,114.584,825203,8358153216.0,0.01,0.01,0.012,9.93
2017-05-18,114.601,114.613,114.615,114.594,1009075,10221777664.0,0.02,0.02,0.021,12.14
2017-05-19,114.633,114.617,114.634,114.614,819748,8306083584.0,0.02,0.0,0.004,9.86
2017-05-22,114.638,114.648,114.65,114.638,763382,7736125184.0,0.01,0.03,0.031,9.18
2017-05-23,114.657,114.658,114.659,114.652,779055,7895917568.0,0.01,0.01,0.01,9.37
2017-05-24,114.663,114.67,114.671,114.661,780891,7915311872.0,0.01,0.01,0.012,9.39
2017-05-25,114.673,114.692,114.695,114.673,1063607,10783174400.0,0.02,0.02,0.022,12.79
2017-05-26,114.706,114.707,114.714,114.701,1191925,12086439168.0,0.01,0.01,0.015,14.34
2017-05-31,114.714,114.707,114.737,114.303,1023990,10386031872.0,0.38,0.0,0.0,12.32
2017-06-01,114.743,114.751,114.752,114.727,763184,7741703168.0,0.02,0.04,0.044,9.18
2017-06-02,114.764,114.762,114.773,114.756,802555,8142609664.0,0.01,0.01,0.011,9.65
2017-06-05,114.769,114.785,114.786,114.769,852037,8646237696.0,0.01,0.02,0.023,10.25
2017-06-06,114.792,114.801,114.802,114.792,681153,6913320704.0,0.01,0.01,0.016,8.19
2017-06-07,114.805,114.81,114.81,114.804,717707,7284976128.0,0.01,0.01,0.009,8.63
2017-06-08,114.814,114.824,114.825,114.814,827666,8402118400.0,0.01,0.01,0.014,9.96
2017-06-09,114.839,114.834,114.841,114.831,843235,8561519104.0,0.01,0.01,0.01,10.14
2017-06-12,114.853,114.856,114.859,114.852,772110,7840950784.0,0.01,0.02,0.022,9.29
2017-06-13,114.866,114.863,114.868,114.861,724074,7353798144.0,0.01,0.01,0.007,8.71
2017-06-14,114.872,114.873,114.874,114.866,791697,8041036032.0,0.01,0.01,0.01,9.52
2017-06-15,114.883,114.886,114.889,114.87,815826,8286575104.0,0.02,0.01,0.013,9.81
2017-06-16,114.897,114.9,114.905,114.897,738024,7498082816.0,0.01,0.01,0.014,8.88
2017-06-19,114.916,114.92,114.924,114.915,754531,7667221248.0,0.01,0.02,0.02,9.08
2017-06-20,114.927,114.915,114.928,114.912,819590,8328505856.0,0.01,0.0,-0.005,9.86
